epoch,dice_coef,iou,loss,val_dice_coef,val_iou,val_loss
0,0.4876019358634949,0.3270036578178406,0.5446264147758484,0.4486677646636963,0.2925901710987091,0.5440566539764404
1,0.6195157170295715,0.45127153396606445,0.41105368733406067,0.5970924496650696,0.431870698928833,0.4315856099128723
2,0.6587307453155518,0.4932316541671753,0.37695935368537903,0.654345691204071,0.4909864366054535,0.3977317810058594
3,0.6719563007354736,0.5079010128974915,0.36567115783691406,0.6611852049827576,0.4996500611305237,0.3920653760433197
4,0.684476912021637,0.5221337676048279,0.35608452558517456,0.682548463344574,0.5225988626480103,0.41826555132865906
5,0.6919007301330566,0.5310792922973633,0.34781163930892944,0.6644501090049744,0.501689612865448,0.4151444733142853
6,0.6973543167114258,0.537172257900238,0.34389007091522217,0.6405375599861145,0.47962164878845215,0.4792354702949524
7,0.702650249004364,0.5437878966331482,0.3393535912036896,0.5988011360168457,0.43641969561576843,0.5322493314743042
8,0.7028861045837402,0.5437579154968262,0.33677518367767334,0.6749280691146851,0.5167704820632935,0.441103458404541
9,0.7110502123832703,0.5534099340438843,0.33270663022994995,0.6937330365180969,0.536602795124054,0.41418877243995667
10,0.7120906114578247,0.5545064210891724,0.3296680152416229,0.654991626739502,0.49227261543273926,0.4648548662662506
11,0.7166496515274048,0.5603055357933044,0.32835203409194946,0.7182785868644714,0.5655640363693237,0.3798102140426636
12,0.7112280130386353,0.5538864731788635,0.3304440975189209,0.7357606291770935,0.5846467614173889,0.33693262934684753
13,0.7205572128295898,0.5649483799934387,0.32549673318862915,0.7145848870277405,0.5605165958404541,0.3785380423069
14,0.7218233346939087,0.5670427083969116,0.3241087794303894,0.7123290300369263,0.5576682090759277,0.3805650770664215
15,0.7255942225456238,0.5712777972221375,0.32143205404281616,0.7346041798591614,0.5842009782791138,0.33847734332084656
16,0.7233723402023315,0.5683411955833435,0.32086431980133057,0.7102083563804626,0.5545286536216736,0.38424649834632874
17,0.7218148112297058,0.5669416189193726,0.32437169551849365,0.7420725226402283,0.5928683876991272,0.32917237281799316
18,0.7264724969863892,0.5724145174026489,0.3201235830783844,0.7381802797317505,0.5886152386665344,0.33518141508102417
19,0.7269946932792664,0.5733829140663147,0.3183644711971283,0.7321223020553589,0.5813119411468506,0.3424479365348816
20,0.7282980680465698,0.5748708844184875,0.3164796829223633,0.720554530620575,0.5678750872612,0.36425432562828064
21,0.7306429743766785,0.5776867270469666,0.31747308373451233,0.7194984555244446,0.5653402209281921,0.36873316764831543
22,0.7321679592132568,0.5799689888954163,0.3150783181190491,0.7316505312919617,0.580197274684906,0.34071701765060425
23,0.7340956330299377,0.5820433497428894,0.31497007608413696,0.7312254905700684,0.5801828503608704,0.3362944722175598
24,0.7352600693702698,0.5839037299156189,0.31420931220054626,0.7353752255439758,0.5862455368041992,0.3439790904521942
25,0.7384892702102661,0.5875953435897827,0.31009697914123535,0.7250874042510986,0.5733580589294434,0.3552667498588562
26,0.7398578524589539,0.5893101692199707,0.30839046835899353,0.7140517234802246,0.5585042834281921,0.38176852464675903
27,0.7353277206420898,0.583936333656311,0.31674590706825256,0.7423068881034851,0.5937744975090027,0.3332422375679016
28,0.7437548637390137,0.5948535203933716,0.30597034096717834,0.7191853523254395,0.5659977793693542,0.38138818740844727
29,0.7477580904960632,0.5996476411819458,0.30314362049102783,0.7365207076072693,0.5869815349578857,0.350292831659317
30,0.7427777051925659,0.5934450626373291,0.3080548644065857,0.7276380062103271,0.577431857585907,0.35447272658348083
31,0.7484108209609985,0.6003287434577942,0.30121925473213196,0.7431484460830688,0.5946338176727295,0.3318500220775604
32,0.747649073600769,0.5991270542144775,0.3037533760070801,0.7321953177452087,0.5819666981697083,0.3524054288864136
33,0.7479328513145447,0.5997781753540039,0.30287957191467285,0.7304720878601074,0.578877866268158,0.3472535014152527
34,0.7498642206192017,0.6020658612251282,0.3008697032928467,0.7375214099884033,0.5890562534332275,0.353873074054718
35,0.7530139684677124,0.606317400932312,0.2991228997707367,0.7145251035690308,0.5608000755310059,0.3840324580669403
36,0.7486251592636108,0.6008977293968201,0.3044283390045166,0.7116890549659729,0.5583199262619019,0.38274577260017395
37,0.755216658115387,0.6094772219657898,0.29738008975982666,0.7168174982070923,0.5639963746070862,0.37402334809303284
