epoch,dice_coef,iou,loss,val_dice_coef,val_iou,val_loss
29,0.5066635608673096,0.341362327337265,0.49577128887176514,0.48247087001800537,0.32122430205345154,0.5175291299819946
30,0.5073620080947876,0.3415021598339081,0.4942261278629303,0.4809114933013916,0.320656955242157,0.5190885066986084
31,0.5174659490585327,0.35090309381484985,0.4848373234272003,0.4901452362537384,0.3282979726791382,0.5098548531532288
32,0.521340548992157,0.35440659523010254,0.48036685585975647,0.476816326379776,0.3167620599269867,0.5231836438179016
33,0.5310237407684326,0.3638542592525482,0.47148194909095764,0.5043240785598755,0.3397827744483948,0.4956759214401245
34,0.5323912501335144,0.36473348736763,0.46993860602378845,0.4540668725967407,0.2992267608642578,0.5459331274032593
35,0.5417903661727905,0.3738376796245575,0.46044817566871643,0.4853435456752777,0.32450175285339355,0.5146564245223999
36,0.5470246076583862,0.3786604702472687,0.4550638496875763,0.5082812309265137,0.3445834815502167,0.49171873927116394
37,0.5524677038192749,0.3840136229991913,0.4498418867588043,0.5016100406646729,0.33964598178863525,0.4983898997306824
38,0.5580145716667175,0.38925400376319885,0.4444441795349121,0.4779583215713501,0.31906911730766296,0.5220416784286499
39,0.5590885281562805,0.39051753282546997,0.4433172643184662,0.5146374702453613,0.3513486087322235,0.48536255955696106
40,0.5683090686798096,0.399308443069458,0.43383297324180603,0.5328918099403381,0.3674651086330414,0.4671081602573395
41,0.5756776332855225,0.4065636098384857,0.4264983534812927,0.437744140625,0.2876560091972351,0.5622557997703552
42,0.5726891160011292,0.4032432436943054,0.429352343082428,0.5351306796073914,0.3703252077102661,0.4648693799972534
43,0.5832840800285339,0.41380590200424194,0.4183863401412964,0.5483253598213196,0.3813971281051636,0.45167458057403564
44,0.5866484642028809,0.4171648323535919,0.41498032212257385,0.48963114619255066,0.3291586637496948,0.5103688836097717
45,0.5875886678695679,0.41862359642982483,0.414588987827301,0.5332843065261841,0.36837857961654663,0.4667156934738159
46,0.5962650179862976,0.4277781546115875,0.4060588479042053,0.5200615525245667,0.3582245707511902,0.47993844747543335
47,0.5965321063995361,0.4275752305984497,0.405669629573822,0.52491694688797,0.36249056458473206,0.47508302330970764
48,0.595636248588562,0.42670539021492004,0.40641194581985474,0.5605356693267822,0.3946903347969055,0.439464271068573
49,0.607056736946106,0.43828055262565613,0.39525559544563293,0.5341459512710571,0.37165704369544983,0.46585404872894287
50,0.6101630330085754,0.4420827031135559,0.3926432728767395,0.5488004088401794,0.38339558243751526,0.4511997103691101
51,0.6158028244972229,0.4480952024459839,0.38687652349472046,0.5229519009590149,0.3617910146713257,0.47704803943634033
52,0.6134938597679138,0.44517791271209717,0.3887344002723694,0.5694403052330017,0.40401315689086914,0.4305596947669983
53,0.6133815050125122,0.4454551935195923,0.38892415165901184,0.5423707962036133,0.3793206810951233,0.4576292634010315
54,0.6249399185180664,0.4572632908821106,0.3774510324001312,0.5300086140632629,0.36614876985549927,0.4699913561344147
55,0.62213534116745,0.45424091815948486,0.3799070417881012,0.5731461048126221,0.4064236581325531,0.4268539845943451
56,0.6291236281394958,0.4619237184524536,0.3734999895095825,0.5338462591171265,0.3701511025428772,0.4661537706851959
57,0.6339318156242371,0.46735870838165283,0.3684336543083191,0.5364648103713989,0.37483808398246765,0.46353524923324585
58,0.627153754234314,0.4593971371650696,0.37284621596336365,0.5479291677474976,0.38341227173805237,0.4520708918571472
59,0.6419278383255005,0.47569113969802856,0.3602142035961151,0.531292736530304,0.3703458309173584,0.46870729327201843
60,0.6382197141647339,0.4712810814380646,0.363701730966568,0.5551802515983582,0.39338740706443787,0.44481977820396423
61,0.6442704200744629,0.478169322013855,0.35805195569992065,0.5593389868736267,0.39520263671875,0.4406610429286957
62,0.6403035521507263,0.473944753408432,0.36219465732574463,0.5597620010375977,0.39475470781326294,0.4402379095554352
63,0.6482292413711548,0.4828658103942871,0.3543338179588318,0.5436154007911682,0.3825969696044922,0.4563846290111542
64,0.6506487131118774,0.48497632145881653,0.35179126262664795,0.5450169444084167,0.38368692994117737,0.45498305559158325
65,0.657509982585907,0.4929114580154419,0.3447133004665375,0.5533187985420227,0.38941311836242676,0.44668111205101013
66,0.6602307558059692,0.4959830939769745,0.341976523399353,0.4904423654079437,0.34183013439178467,0.5095576643943787
67,0.6588613986968994,0.494535356760025,0.3429294228553772,0.5800970196723938,0.4147730767726898,0.4199029207229614
68,0.657550036907196,0.4927755892276764,0.3445304036140442,0.5515999794006348,0.38793691992759705,0.44839993119239807
69,0.6626291871070862,0.498651385307312,0.33934006094932556,0.5657709836959839,0.4027458429336548,0.4342289865016937
70,0.663331925868988,0.4990878999233246,0.33833804726600647,0.5629681944847107,0.39829739928245544,0.4370318353176117
71,0.6661039590835571,0.5023319125175476,0.33601248264312744,0.5146229267120361,0.35588160157203674,0.48537713289260864
72,0.66129469871521,0.49690720438957214,0.34057968854904175,0.5609599947929382,0.397627055644989,0.43904003500938416
73,0.6757259964942932,0.5133044123649597,0.32633158564567566,0.48027610778808594,0.3276880979537964,0.5197239518165588
74,0.6653955578804016,0.5023598074913025,0.3373246490955353,0.5661082863807678,0.403152197599411,0.43389174342155457
75,0.6755753755569458,0.5128052234649658,0.3259275257587433,0.5757955312728882,0.413196325302124,0.4242044687271118
76,0.6755342483520508,0.5133317708969116,0.32627832889556885,0.5628425478935242,0.40030404925346375,0.4371573328971863
77,0.6804682016372681,0.5188004374504089,0.3217334747314453,0.53448086977005,0.3751537799835205,0.46551916003227234
78,0.6769607067108154,0.5151782631874084,0.3252365291118622,0.5873451828956604,0.4249449372291565,0.4126547873020172
79,0.6840717792510986,0.5233528017997742,0.3183596134185791,0.5756765604019165,0.41376185417175293,0.4243234097957611
80,0.6857248544692993,0.5244185924530029,0.31514671444892883,0.5928323864936829,0.4310373365879059,0.40716755390167236
81,0.6871533393859863,0.5265703797340393,0.315170019865036,0.5463723540306091,0.3850990831851959,0.45362764596939087
82,0.6825182437896729,0.5213698148727417,0.31925326585769653,0.5765271782875061,0.41391676664352417,0.42347273230552673
83,0.6878278851509094,0.5270422697067261,0.3140260577201843,0.589450478553772,0.42485904693603516,0.41054949164390564
84,0.6907636523246765,0.530750572681427,0.3112736642360687,0.5240181684494019,0.3659377992153168,0.4759819209575653
85,0.6959595680236816,0.537247896194458,0.3060191571712494,0.5548263192176819,0.39373070001602173,0.4451737105846405
86,0.6934949159622192,0.5342013835906982,0.30869436264038086,0.5161783695220947,0.3615739047527313,0.4838216304779053
87,0.6961538791656494,0.5376093983650208,0.30602529644966125,0.5846664905548096,0.4217666685581207,0.4153333604335785
88,0.6973831057548523,0.5388303995132446,0.30472126603126526,0.539564311504364,0.3799864947795868,0.4604356288909912
89,0.6986612677574158,0.5405274629592896,0.3032738268375397,0.5429862141609192,0.3842868506908417,0.4570138156414032
90,0.6967406868934631,0.5377389788627625,0.3046272099018097,0.5875718593597412,0.4247429072856903,0.4124281406402588
91,0.6978698372840881,0.5394686460494995,0.30367112159729004,0.6050058603286743,0.44117316603660583,0.3949941098690033
92,0.7052388787269592,0.5477269887924194,0.2958773970603943,0.6033332943916321,0.4417426884174347,0.3966667652130127
93,0.7086057066917419,0.5517585873603821,0.29319626092910767,0.5898312330245972,0.42464256286621094,0.41016873717308044
94,0.7084155082702637,0.5518497228622437,0.2929396331310272,0.5524236559867859,0.3936285376548767,0.4475764036178589
95,0.7027813196182251,0.5447450280189514,0.2991977632045746,0.5601173043251038,0.3993958830833435,0.4398827850818634
96,0.7094487547874451,0.5522246956825256,0.2922971248626709,0.521456241607666,0.3648237884044647,0.47854378819465637
97,0.7103451490402222,0.5540623664855957,0.29163914918899536,0.5690997242927551,0.4066086709499359,0.4309002161026001
98,0.7112797498703003,0.5554119944572449,0.2908738851547241,0.526020348072052,0.3687361776828766,0.4739796817302704
99,0.7117857933044434,0.5561198592185974,0.2899448573589325,0.5441693067550659,0.382677286863327,0.45583054423332214
100,0.7172371745109558,0.5631911158561707,0.2847433388233185,0.6053431630134583,0.4421553313732147,0.3946569561958313
101,0.7181150913238525,0.5634878873825073,0.2837175726890564,0.5704478025436401,0.40830716490745544,0.4295521378517151
102,0.7221274971961975,0.5678087472915649,0.27985289692878723,0.5566003322601318,0.3960447907447815,0.4433996379375458
103,0.720247209072113,0.5659255385398865,0.28121882677078247,0.587552547454834,0.4265597462654114,0.4124474823474884
104,0.7251656651496887,0.5724205374717712,0.2764679491519928,0.5747074484825134,0.4155149757862091,0.4252924919128418
105,0.7264927625656128,0.5740010738372803,0.2753342092037201,0.510786235332489,0.3583817183971405,0.48921382427215576
106,0.7228955030441284,0.568963348865509,0.2787441313266754,0.5744178891181946,0.41595903038978577,0.4255821406841278
107,0.7271942496299744,0.5743508338928223,0.2739633321762085,0.5306205749511719,0.3735125958919525,0.4693795442581177
108,0.7301669716835022,0.5782416462898254,0.2712836265563965,0.5096967816352844,0.35641124844551086,0.49030324816703796
109,0.7274796962738037,0.575232982635498,0.27447250485420227,0.5897070169448853,0.4281093180179596,0.41029298305511475
110,0.7394236326217651,0.5896257162094116,0.2622499465942383,0.5673233866691589,0.4066523313522339,0.43267667293548584
111,0.7310667634010315,0.5803403854370117,0.2710353136062622,0.5864619016647339,0.4259799122810364,0.4135380983352661
112,0.7326073050498962,0.5818091034889221,0.2693782150745392,0.5202177166938782,0.3650871217250824,0.4797823429107666
113,0.7395625710487366,0.5900411605834961,0.2622213065624237,0.5317680239677429,0.3759627640247345,0.4682319164276123
114,0.7398297786712646,0.5907609462738037,0.262141615152359,0.5478850603103638,0.39285311102867126,0.4521149694919586
115,0.7394983768463135,0.5906081199645996,0.2623588740825653,0.4332130253314972,0.29341864585876465,0.5667869448661804
116,0.7348595261573792,0.5848796367645264,0.26514044404029846,0.5444402694702148,0.3871040940284729,0.455559641122818
117,0.7354207634925842,0.584694504737854,0.26644065976142883,0.5330872535705566,0.3754589259624481,0.4669126570224762
118,0.7368549704551697,0.5860593318939209,0.26410093903541565,0.5543525815010071,0.39349421858787537,0.4456474184989929
119,0.7391107678413391,0.5898628234863281,0.2625117897987366,0.5494529008865356,0.38907837867736816,0.4505470395088196
120,0.7425780892372131,0.5932943820953369,0.2588695287704468,0.5555344820022583,0.39615750312805176,0.4444655179977417
